id,author,year,period_of_year,title,obj_plant,obj_animal,obj_ecosystem,communities_populations,obj_ecosystem_int,obj_landscape,obj_socioecological,obj_soil,obj_interactions,obj_climate,obj_litter,obj_others,exclusives,high_level,high_com,high_ecos,high_landscape,high_socio,object_of_study_anthropic,object_of_study_interaction,plant_seeds,plant_juvenile,plant_adults,plant_not_specified,atlantic_forest,amazon,cerrado,caatinga,pampa
3858,"Cajaiba, R.L. and PÃ©rico, E. and Silva, W.B. and Santos, M.",2017,2016-2020,"Patterns in the diversity of histerid beetles (Histeridae) are ecosystem specific? a case in Para state, Northern Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,0,0,0
3860,"Padilha, P.T. and Elias, G.A. and dos Santos, R. and Martins, R. and Citadini-Zanette, V.",2017,2016-2020,Vascular epiphytes respond to successional stages and microhabitat variations in a subtropical forest in southern Brazil,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
3862,"De Carvalho Lima, A.L. and ManhÃ£es, M.A.",2017,2016-2020,"Seasonal variation of understory insectivorous birds and arthropods in an area of secondary atlantic forest, southeast Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3863,"Dos Reis Ferreira, C. and De Souza, R.C. and Correia, M.E.F. and De Resende, A.S. and Dos Anjos, L.H.C. and Pereira, M.G.",2017,2016-2020,Edaphic arthropods in different successional stages of Atlantic forest and abandoned pasture areas,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,1,0,0,0,0
3864,"Rankine, C. and SÃ¡nchez-Azofeifa, G.A. and GuzmÃ¡n, J.A. and Espirito-Santo, M.M. and Sharp, I.",2017,2016-2020,Comparing MODIS and near-surface vegetation indexes for monitoring tropical dry forest phenology along a successional gradient using optical phenology towers,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,0,0,1,0,0
3866,"Lavelle, P. and DolÃ©dec, S. and de Sartre, X.A. and DecaÃ«ns, T. and Gond, V. and Grimaldi, M. and Oszwald, J. and Hubert, B. and Ramirez, B. and Veiga, I. and de Souza, S. and de Assis, W.S. and Michelotti, F. and Martins, M. and Feijoo, A. and Bommel, P. and CastaÃ±eda, E. and Chacon, P. and Desjardins, T. and Dubs, F. and Gordillo, E. and Guevara, E. and Fonte, S. and del Pilar Hurtado, M. and Lena, P. and Lima, T. and Marichal, R. and Mitja, D. and Miranda, I. and Otero, T. and Praxedes, C. and Poccard, R. and de Robert, P. and Rodriguez, G. and Sanabria, C. and Tselouiko, S. and Velasquez, A. and Velasquez, E. and Velasquez, J.",2016,2016-2020,"Unsustainable landscapes of deforested Amazonia: An analysis of the relationships among landscapes and the social, economic and environmental profiles of farms at different ages following deforestation",1,0,0,0,0,1,1,0,0,0,0,0,3,socioecological,0,0,0,1,socioecological,NA,0,0,0,1,0,1,0,0,0
3869,"Vitoria, A.P. and Vieira, T.D.O. and Camargo, P.D.B. and Santiago, L.S.",2016,2016-2020,Using leaf Î´13C and photosynthetic parameters to understand acclimation to irradiance and leaf age effects during tropical forest regeneration,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
3870,"Turmina, E. and Kanieski, M.R. and Ortiz, D.C. and Vefago, M.B. and Da Rosa, L.H. and Farias, K.J.",2017,2016-2020,"Structure and characterization of an Urban forest fragment in TubarÃ£o, Santa Catarina, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
3872,"Warring, B. and Cardoso, F.C.G. and Marques, M.C.M. and Varassin, I.G.",2016,2016-2020,Functional diversity of reproductive traits increases across succession in the Atlantic forest,1,0,0,1,1,0,0,0,1,0,0,0,2,ecosystem,0,1,0,0,NA,"seed dispersal, pollination",0,0,0,1,1,0,0,0,0
3873,"De Carvalho Silva Neto, E. and Pereira, M.G. and Fernandes, J.C.F. and De Andrade CorrÃªa Neto, T.",2016,2016-2020,Aggregate formation and soil organic matter under different vegetation types in Atlantic Forest from Southeastern Brazil,0,0,1,NA,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3875,"Garay, I. and Noronha, F. and Pellens, R. and PÃ©rez, D.V.",2017,2016-2020,"Humus forms in tableland atlantic forest fragments - ES, Brazil: Effects of selective logging on decomposition subsystem",0,0,1,NA,1,0,0,1,0,0,1,0,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3876,"Duarte, E. and da Silva, A.C. and Higuchi, P. and Larsen, J.G. and Schlickmann, M.B. and Gross, A. and Muzeka, L.M. and Dreyer, J.B.B. and dos Santos, G.N. and de FÃ¡tima Siqueira, S. and Vefago, M.B. and Machado, F.D.",2017,2016-2020,Woody species natural regeneration in degradaded highland areas in South Brazil,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
3878,"Orellana, E. and Figueiredo Filho, A. and PÃ©llico Netto, S. and Vanclay, J.K.",2016,2016-2020,Predicting the dynamics of a native Araucaria forest using a distance-independent individual tree-growth model,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
2208,"Laurance, WF and Camargo, JLC and Fearnside, PM and Lovejoy, TE and Williamson, GB and Mesquita, RCG and Meyer, CFJ and Bobrowiec, PED and Laurance, SGW",2018,2016-2020,An Amazonian rainforest and its fragments as a laboratory of global change,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0
3882,"de Almeida, C.G. and Slusarski, S.R. and de Souza, M.C.",2016,2016-2020,"The population structure of lonchocarpus cultratus in an Atlantic Forest riparian zone of the upper ParanÃ¡ River, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
3883,"Dortzbach, D. and Pereira, M.G. and Blainski, Ã‰. and GonzÃ¡lez, A.P.",2015,2011-2015,Carbon stock and natural abundance of 13c as a function of conversion of forest and grassland areas in southern Brazil,0,0,1,NA,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3884,"Loss, A. and Pereira, M.G. and Costa, E.M. and Beutler, S.J. and Piccolo, M.C.",2016,2016-2020,"Soil fertility, humic fractions and natural abundance of 13C y 15N in soil under different land use in ParanÃ¡ State, Southern Brazil",0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3889,"MacEdo-Reis, L.E. and De Novais, S.M.A. and Monteiro, G.F. and Flechtmann, C.A.H. and De Faria, M.L. and De Siqueira Neves, F.",2016,2016-2020,Spatio-temporal distribution of bark and ambrosia beetles in a brazilian tropical dry forest,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,1,1,0
3890,"Valls, F.C.L. and Rossi, L.C. and dos Santos, M.F.B. and Petry, M.V.",2016,2016-2020,Comparative analysis of bird community in Atlantic forest areas in southern Brazil,0,1,0,NA,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3892,"Dullius, M. and Dalmolin, R.S.D. and Longhi, S.J. and Da AraÃºjo Pedron, F. and Horst, T.Z. and Greff, L.T.B.",2016,2016-2020,"Floristic composition of forests in different stages of regeneration on the Rio Grande do Sul, Brasil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,0,1,1,0,1,0,0,0,0
3893,"Saka, M.N. and Lombardi, J.A.",2016,2016-2020,"Non-arboreal vascular flora of an Atlantic Forest area in Sao Paulo, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
3896,"Garcia, L.M. and Romagnolo, M.B.",2015,2011-2015,"Flower survey of tree species of riparian vegetation in Astorga, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,0,0,0,1,1,0,0,0,0
3898,"De Brito, P.S. and Carvalho, F.A.",2014,2011-2015,Tree structure and diversity in a secondary Semideciduous Seasonal Forest in the Juiz de Fora Federal University Botanical Garden,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
3899,"Heer, K. and Helbig-Bonitz, M. and Fernandes, R.G. and Mello, M.A.R. and Kalko, E.K.V.",2015,2011-2015,Effects of land use on bat diversity in a complex plantation-forest landscape in Northeastern Brazil,0,1,0,NA,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3900,"Hentz, Ã‚.M.K. and Corte, A.P.D. and Blum, C.T. and Sanquetta, C.R.",2015,2011-2015,"Technical object-based to the mapping of forest fragmentation in sub-basin alto iguaÃ§u river, ParanÃ¡",1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,NA,NA,0,0,0,1,1,0,0,0,0
3903,"Machado, D.L. and Pereira, M.G. and Correia, M.E.F. and Diniz, A.R. and Santos, L.L.D. and Menezes, C.E.G.",2015,2011-2015,"Ciclagem de nutrientes em diferentes estÃgios sucessionais da mata atlÃ‚ntica na bacia do rio paraÃba do sul, rj",0,0,1,NA,1,0,0,1,0,0,1,0,3,NA,NA,NA,NA,NA,,NA,,,,,1,0,0,0,0
3905,"Pereira, H.S. and Pires, M.R.S. and de Azevedo, C.S. and Ribon, R.",2015,2011-2015,Richness and density of birds that nest in cavities in abandoned eucalyptus plantations,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3906,"Diniz, A.R. and Machado, D.L. and Pereira, M.G. and De Carvalho Balieiro, F. and Menezes, C.E.G.",2015,2011-2015,"Biomass, carbon stocks and nutrients in successional stages of the Atlantic Forest, Rio de Janeiro, Brazil",1,0,1,0,1,0,0,1,0,0,1,0,4,ecosystem,0,1,0,0,,,0,0,0,1,1,0,0,0,0
3908,"Bongers, F. and Chazdon, R. and Poorter, L. and PeÃ±a-Claros, M.",2015,2011-2015,The potential of secondary forests,0,0,0,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
3909,"Eiras e Paiva, R.V. and Campos Ribeiro, J.H. and Carvalho, F.A.",2015,2011-2015,"Structure, diversity and heterogeneity of regeneration stratum in an urban forest fragment after 10 years of forest succession",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,1,0,0,1,0,0,0,0
3910,"Araujo, J.K.S. and CorrÃªa, M.M. and Galindo, I.C.D.L. and de Souza-JÃºnior, V.S.",2015,2011-2015,"CaracterizaÃ§Ã£o de latossolos amarelos hÃºmicos em um ambiente altimontano na regiÃ£o agreste do estado de pernambuco, Brasil",0,0,1,NA,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,1,0
3913,"Callegaro, R.M. and AraÃºjo, M.M. and Longhi, S.J.",2014,2011-2015,"Phytosociology of clusters of a Deciduous Seasonal Forest in Parque Estadual Quarta ColÃ´nia, Agudo-RS",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
3917,"da Silva, A.R. and Forneck, E.D. and Bordignon, S.A.L. and Cademartori, C.V.",2014,2011-2015,"Diet of Didelphis albiventris Lund, 1840 (Didelphimorphia, Didelphidae) in two periurban areas in southern Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3918,"Mendes, P. and Vieira, T.B. and Oprea, M. and Pimenta, V.T. and Ditchfield, A.D.",2014,2011-2015,Can forest regeneration methods affect local bat communities?,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
3920,"Kunz, S.H. and Martins, S.V.",2014,2011-2015,"Natural regeneration of seasonal semideciduous forest in different successional stages (Zona da Mata, MG, Brazil)",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,0,0,1,0,0,0,1,0,0
3924,"Loss, A. and Pereira, M.G. and Mendes Costa, E. and Beutler, S.J.",2014,2011-2015,"Carbon, nitrogen and the natural abundance of 13C and 15N in macro and microaggregates",0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,na,NA,NA,NA,NA,1,0,0,0,0
3926,"Magnago, L.F.S. and Edwards, D.P. and Edwards, F.A. and Magrach, A. and Martins, S.V. and Laurance, W.F.",2014,2011-2015,Functional attributes change but functional richness is unchanged after fragmentation of Brazilian Atlantic forests,1,0,1,1,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,,NA,0,0,1,0,1,0,0,0,0
3928,"GuimarÃ£es, G.P. and MendonÃ§a, E.S. and Passos, R.R. and Andrade, F.V.",2014,2011-2015,Stocks and oxidizable fractions of soil organic matter under organic coffee agroforestry systems,0,0,1,NA,1,1,0,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
3930,"Santiago, D.S. and Da Fonseca, C.R. and Carvalho, F.A.",2014,2011-2015,"Phytosociology of natural regeneration of an urban semideciduous forest fragment (Juiz de Fora, MG Brazil)",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,1,0,0,1,0,0,0,0
3931,"de Souza, L.B. and Ruas, E.A. and Rodrigues, L.A. and Ruas, C.F. and Ruas, P.M.",2013,2011-2015,AFLP marker analysis revealing genetic structure of the tree Parapiptadenia rigida (Benth.) Brenan (Leguminosae-Mimosoideae) in the southern Brazilian Tropical Rainforest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,0,0,0,1,1,0,0,0,0
3932,"Chambers, J.Q. and Negron-Juarez, R.I. and Marra, D.M. and Di Vittorio, A. and Tews, J. and Roberts, D. and Ribeiro, G.H.P.M. and Trumbore, S.E. and Higuchi, N.",2013,2011-2015,The steady-state mosaic of disturbance and succession across an old-growth central Amazon forest landscape,1,0,1,0,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
3933,"De Oliveira, L.S.B. and Marangon, L.C. and Feliciano, A.L.P. and Cardoso, M.D.O. and De Lima, A.S. and De Albuquerque, M.D.J.B.",2013,2011-2015,"Phytosociology of natural regeneration of a Dense Rain Forest in Moreno, Pernambuco, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,0,0,1,0,0,0,0
3934,"Ebling, A.A. and Netto, S.P. and Watzlawick, L.F. and de Miranda, R.O.V. and AbrÃ£o, S.F.",2013,2011-2015,"Ecology and diametric projection of three arboreal groups in a Mixed Ombrophilous Forest fragment in SÃ£o Francisco de RS, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
3936,"De Lima, A.S. and Feliciano, A.L.P. and Marangon, L.C. and De Oliveira, L.S.B. and De Pessoa, M.M.L.",2013,2011-2015,"Natural regeneration of one fragment Dense Rain Forest the Watershed of River Capibaribe, PE-Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,1,1,0,1,0,0,0,0
3937,"de Castro, G.C. and van den Berg, E.",2013,2011-2015,Structure and conservation value of high-diversity hedgerows in southeastern Brazil,1,0,0,1,0,1,1,0,0,0,0,0,3,socioecological,0,0,0,1,socioecological,NA,0,0,0,1,1,0,0,0,0
3938,"Moreira, P.A. and Silva, J.O. and Costa, F.V. and BrandÃ£o, D.O. and Neves, F.S.",2013,2011-2015,Leaf herbivory in Tabebuia ochracea (Cham.) Standl (Bignoniaceae) in two successional stages of a tropical decidual forest,1,0,0,1,1,0,0,0,1,0,0,0,2,ecosystem,0,1,0,0,,herbivory,0,0,0,0,0,0,1,0,0
3944,"AraÃºjo, G.C. and Junior, R.C.O. and Oliveira, F.A. and Gama, J.R.V. and GonÃ§alves, D.C.M. and de Almeida, L.S.",2012,2011-2015,Comparison between Primary and Secondary Forest with the Occurrence of Attalea maripa (Aubl.) Mart.: A Case Study in the Eastern Amazon,1,0,1,1,1,0,0,0,0,0,1,0,3,ecosystem,0,1,0,0,NA,NA,0,0,0,1,0,1,0,0,0
3945,"Silveira, C.S. and de Souza, K.V.",2012,2011-2015,"Hydrological relationship between rainfall and discharge temporal range in a multiple land use drainage basin in TeresÃ³polis, RJ, Brazil",0,0,0,NA,0,1,0,0,0,1,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3947,"Callegaro, R.M. and Longhi, S.J. and Biali, L.J. and Ebling, A.A. and Andrzejewski, C. and BrandÃ£o, C.F.L.E.S.",2012,2011-2015,"Advanced natural regeneration of a fragment of the riparian forest in Jaguari, RS, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,1,0,0,1,0,0,0,1
3952,"Grogan, J. and Schulze, M.",2012,2011-2015,"The Impact of Annual and Seasonal Rainfall Patterns on Growth and Phenology of Emergent Tree Species in Southeastern Amazonia, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,0,1,0,0,0
3956,"ImaÃ±a-Encinas, J. and ConceiÃ§Ã£o, C.D.A. and de Paula, J.E. and Santana, O.A. and ImaÃ±a, C.R.",2013,2011-2015,"Dendrometrical characteristics of an atlantic forest fragment at santa maria de jnetbÃ¡ county, state of espirito Santo, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
3958,"Sawczuk, A.R. and Filho, A.F. and Dias, A.N. and Watzlawick, L.F. and Stepka, T.F.",2012,2011-2015,"Changes in structure and floristic diversity from 2002 to 2008 in montane mixed rain forest in central southern region of paranÃ¡ state, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
3962,"OrrutÃ©a, A.G. and Melo, V.F. and Motta, A.C.V. and Lima, V.C.",2012,2011-2015,"Mineralogy and K reserve of Cambisols submitted to different managements after slashing and burning of the forest in the Meridional Amazon, Brazil",1,0,0,0,0,0,1,1,0,0,0,0,3,socioecological,0,0,0,1,socioecological,NA,0,0,0,1,0,1,0,0,0
3964,"da Cunha, U.S. and do Machado, S.A. and Filho, A.F. and de Freitas, J.V.",2012,2011-2015,"Diameter structure and phytosociological frequency of a ""terra firme"" Amazon forest, before and after selective cutting",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,0,0,0,1,0,1,0,0,0
3966,"Lima, T.T.S. and Miranda, I.S. and Vasconcelos, S.S.",2012,2011-2015,Fine-root production in two secondary forest sites with distinct ages in Eastern Amazon,1,0,1,0,1,0,0,1,0,0,0,0,3,ecosystem,0,1,0,0,,NA,0,0,0,1,0,1,0,0,0
3967,"Da S. AparÃ­cio, W.C. and Marangon, L.C. and Ferreira, R.L.C. and Feliciano, A.L.P. and Aparicio, P.S. and Costa Jr., R.F.",2011,2011-2015,"Natural regeneration structure of tree species in an Atlantic Forest fragment, Pernambuco, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,0,1,0,0,1,0,0,0,0
3968,"Oliveira, L.S.B. and Marangon, L.C. and Feliciano, A.L.P. and De Lima, A.S. and De O. Cardoso, M. and Da Silva, V.F.",2011,2011-2015,"Floristics, successional classification and dispersion syndrome in an Atlantic Forest remnant, in Moreno, Pernambuco, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,1,1,0,1,0,0,0,0
3973,"e Silva, J.V.C. and da ConceiÃ§Ã£o, B.S. and AnciÃ£es, M.",2012,2011-2015,Use of secondary forests by understory birds in a fragmented landscape in central Amazonia,0,1,0,NA,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,0,0,0
3975,"De Souza, D.R. and Fernandes, T.T. and Nascimento, J.R.D.O. and Suguituru, S.S. and Morini, M.S.D.C.",2012,2011-2015,Characterization of ant communities (hymenoptera: Formicidae) in twigs in the leaf litter of the Atlantic rainforest and eucalyptus trees in the southeast region of Brazil,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3977,"Piatti, L. and de Amaro, P.M.O. and de Jesus AraÃºjo, J.F. and Sanches, Q.A. and Bernarde, P.S.",2012,2011-2015,"Anurans of a disturbed area in jarÃº, RondÃ´nia, Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,0,0,0
3978,"ImaÃ±a-Encinas, J. and De Paula, J.E. and ConceiÃ§ao, C.D.A.",2012,2011-2015,"Wood volume and biomass of a fragment of the Mata AtlÃ¢ntica at Santa Maria de JetibÃ¡ county, state of Espirito Santo, Brazil",1,0,1,1,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,0,1,0,1,0,0,0,0
3980,"Mehring, M. and Glaser, B. and De Camargo, P.B. and Zech, W.",2011,2011-2015,Impact of forest organic farming change on soil microbial C turnover using 13C of phospholipid fatty acids,0,0,0,NA,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3983,"Lopes, J.F.S. and Hallack, N.M.D.R. and Sales, T.A.D. and Brugger, M.S. and Ribeiro, L.F. and Hastenreiter, I.N. and Camargo, R.D.S.",2012,2011-2015,"Comparison of the ant assemblages in three phytophysionomies: Rocky field, secondary forest, and riparian forest - A case study in the state park of Ibitipoca, Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3988,"de Oliveira, P.C. and de Carvalho, C.J.R.",2011,2011-2015,Rhizosphere of tress that accumulate phosphorus in the Brazilian Amazon,0,0,0,NA,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,,rhizobia,NA,NA,NA,NA,0,1,0,0,0
3989,"de Araujo, E.A. and Ker, J.C. and MendonÃ§a, E.S. and da Silva, I.R. and Oliveira, E.K.",2011,2011-2015,Impact of forest-pasture conversion on stocks and dynamics of soil carbon and humic substances in the Amazon,0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,0,0,0
3992,"Coutinho, R.P. and Urquiaga, S. and Boddey, R.M. and Alves, B.J.R. and Abreu Torres, A.Q. and Jantalia, C.P.",2010,2006-2010,Estoque de carbono e nitrogÃªnio e emissÃ£o de N2O em diferentes usos do solo na Mata AtlÃ¢ntica,0,0,1,NA,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
3994,"Ubessi-Macarini, C. and Negrelle, R.R.B. and de Souza, M.C.",2011,2011-2015,"Non-timber forest products and sustainable exploration potential of riparian forest remnants in the upper paranÃ¡ River, Brazil",1,0,0,1,0,0,1,0,0,0,0,0,2,socioecological,0,0,0,1,socioecological,NA,0,0,0,1,1,0,0,0,0
3995,"Loss, A. and Pereira, M.G. and Dos Anjos, L.H.C. and Ferreira, E.P. and Beutler, S.J. and Da Silva, E.M.R.",2011,2011-2015,"Oxidizable organic carbon fractions and soil aggregation in areas under different organic production systems in Rio de Janeiro, Brazil",0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
3996,"De Vieira, F.A. and Appolinario, V. and Fajardo, C.G. and de Carvalho, D.",2010,2006-2010,"Reproductive biology of Protium spruceanum (Burseraceae), a dominant dioecious tree in vegetation corridors in Southeastern Brazil",1,0,0,1,1,0,0,0,1,0,0,0,2,ecosystem,0,1,0,0,,pollination,0,0,1,0,1,0,0,0,0
3997,"Costa, J.T. and Estevan, D.A. and Bianchini, E. and de Batista Fonseca, I.C.",2011,2011-2015,Floristic composition of the vascular species and tree flora successional character in a Seasonal Semideciduous Forest remnant in Southern Brazil,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
3998,"de Carvalho, A.L. and Ferreira, E.J.L. and Lima, J.M.T.",2010,2006-2010,"Floristic and structural comparisons among palm communities in primary and secondary forest fragments of the Raimundo Irineu Serra Environmental Protection Area - Rio Branco, Acre, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,1,0,0,1,0,0,0
3999,"Finney, C.",2011,2011-2015,"Municipal land use legislation and sustainable plantation forestry: A case study of Southern SÃ£O Paulo, Brazil",1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,1,0,0,0,0
4000,"de Oliveira, P.C. and de Carvalho, C.J.R. and SÃ¡, T.A.",2010,2006-2010,Trees of ecological services in the Brazilian Amazon,1,0,1,0,1,0,0,1,0,0,0,0,3,ecosystem,0,1,0,0,,NA,0,0,0,1,0,1,0,0,0
4001,"Dan, M.L. and Braga, J.M.A. and Nascimento, M.T.",2010,2006-2010,"Tree community structure of fragments of semideciduous seasonal forest in the SÃ£o Domingos river basin, Rio de Janeiro, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
4004,"Klemick, H.",2011,2011-2015,Constraints or cooperation? determinants of secondary forest cover under shifting cultivation,1,0,0,0,0,1,1,0,0,0,0,0,3,socioecological,0,0,0,1,socioecological ,NA,0,0,0,1,0,1,0,0,0
4007,"Neto, R.M.R. and Silva, D.F.",2011,2011-2015,"Seed bank of a forest remnant and two pasture areas with different ages, located in the city of Alta Floresta, Mato Grosso, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,1,1,0,0,0,1,0,0,0
4008,"Garcia, P.O. and Valente, A.S.M. and Pifano, D.S. and Pessoa, J.F.S. and Busato, L.C. and Fontes, M.A.L. and Oliveira-Filho, A.T.",2011,2011-2015,Species composition and floristic relationships in southern GoiÃ¡s forest enclaves,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,0,0,1,0,1,0,1,0,0
4009,"Belluta, I. and Neves, R.C.F. and Zampieri, F.E.S. and da Silva, R.F.B. and Sartori, A.A.C. and Zimback, C.R.L.",2011,2011-2015,Geoprocessing technique used in degraded areas of riparian forest and their correlation to the water quality in a watershed,1,0,0,0,0,1,1,0,0,0,0,0,3,socioecological,0,0,0,1,socioecological,NA,0,0,0,1,1,0,0,0,0
4010,"Chapla, T.E. and Campos, J.B.",2011,2011-2015,"Soil seed bank during succession at an abandoned pasture in the upper ParanÃ¡ river-floodplain, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,NA,NA,1,0,0,0,1,0,0,0,0
