author,year,title,abstract,group
"Lima, AMN; da Silva, IR; Stape, JL; Mendonça, ES; Novais, RF; de Barros, NF; Neves, JCL; Paul, K; Schulthais, F; Polglase, P; Raison, J; Soares, EMB",2011,MODELING CHANGES IN ORGANIC CARBON STOCKS FOR DISTINCT SOILS IN SOUTHEASTERN BRAZIL AFTER FOUR EUCALYPTUS ROTATIONS USING THE CENTURY MODEL,"Soil organic matter (SOM) plays an important role in carbon (C) cycle and soil quality. Considering the complexity of factors that control SOM cycling and the long time it usually takes to observe changes in SOM stocks, modeling constitutes a very important tool to understand SOM cycling in forest soils. The following hypotheses were tested: (i) soil organic carbon (SOC) stocks would be higher after several rotations of eucalyptus than in low-productivity pastures; (ii) SOC values simulated by the Century model would describe the data better than the mean of observations. So, the aims of the current study were: (i) to evaluate the SOM dynamics using the Century model to simulate the changes of C stocks for two eucalyptus chronosequences in the Rio Doce Valley, Minas Gerais State, Brazil; and (ii) to compare the C stocks simulated by Century with the C stocks measured in soils of different Orders and regions of the Rio Doce Valley growing eucalyptus. In Belo Oriente (BO), short-rotation eucalyptus plantations had been cultivated for 4.0; 13.0, 22.0, 32.0 and 34.0 years, at a lower elevation and in a warmer climate, while in Virginopolis (VG), these time periods were 8.0, 19.0 and 33.0 years, at a higher elevation and in a milder climate. Soil samples were collected from the 0-20 cm layer to estimate C stocks. Results indicate that the C stocks simulated by the Century model decreased after 37 years of poorly managed pastures in areas previously covered by native forest in the regions of BO and VG. The substitution of poorly managed pastures by eucalyptus in the early 1970s led to an average increase of C of 0.28 and 0.42 t ha(-1) year(-1) in BO and VG, respectively. The measured C stocks under eucalyptus in distinct soil Orders and independent regions with variable edapho-climate conditions were not far from the values estimated by the Century model (root mean square error - RMSE = 20.9; model efficiency - EF = 0.29) despite the opposite result obtained with the statistical procedure to test the identity of analytical methods. Only for lower soil C stocks, the model overestimated the C stock in the 0-20 cm layer. Thus, the Century model is highly promising to detect changes in C stocks in distinct soil orders under eucalyptus, as well as to indicate the impact of harvest residue management on SOM in future rotations.",tudo
"Pezzopane, JEM; Saito, NS; Cecílio, RA; Dos Santos, AR",2009,GEOTECHNOLOGY USE TO PREDICT RAINFALL EROSIVITY AND ITS RELATIONSHIP TO LAND USE AND MANAGEMENT AT ESPIRITO SANTO BRAZIL,"This paper presents the use of geoprocessing tools to predict and to develop spatial distribution map of rainfall erosivity (R), and to analyze its relationship with land use and management. Espirito Santo Slate is located in the Southeastern Region of Brazil, between the latitudes -17 degrees 53' and -21 degrees 17' and the longitudes -39 degrees 39' and -41 degrees 52', with very irregular relief. Rainfall data were obtained from 88 rain gauge stations. Land use and management data were obtained from the Instituto Brasileiro de Geografra a Estatistica (IBGE) and on images of the CBERS-2 (China-Brazil Earth Resources) satellite, which has a spatial resolution of 20 m. Empirical equations were used to calculate R factor to all the rain gauge stations. R factor spatial distribution map was developed using spherical kriging interpolator, which was the method that presented minors values of percentile average error (6.70%), root mean square error (514.49 m) and the greaters values of correlation coefficient (0.71) and index of agreement (0.56). R factor map was classified in: high erosivity (HE) (0.851%), average erosivity (AE) (67.59%) and low erosivity, (LE) (31.54%). Land use and management was classified in: Forest (F) (32% of the area), Agriculture (A) (58.38%) and Not Vegetated (NV) (9.62%). Land use and management and R factor maps were crossed, using ArcGis 9.2.software, resulting in: F-HE (0.44%), F-AE (23.30%) and F-LE (8.22%); A-HE (0.40%), A-AE (38.54%) and A-LE (19.43%); NV-HE (0.001%), NV-AE (5.75%) and NV-LE (3.88%). Despite of the irregular relief and high rainfall amount of Espirito Santo State, HE areas were lower than 1% of the State. AE areas occupied more than 2/3 of the surface, being 38.5% of this surface was occupied by agriculture. These values are preoccupying, because enormous areas of degraded pastures are abandoned in this State, causing more intense erosion when compared to areas with forest covering. NV areas, which generally presents greater susceptibility to erosion, are not contributing in an alarming way to soil degradation, therefore represents only 9.62% of total area. Forest covering assists in the reduction of runoff due to the damping of the raindrops that improves infiltration and reduces soil erosion susceptibility. In general, Espirito Santo State doesn't presents high susceptibility to soil erosion due to its great vegetal covering. Data presented at this paper can be widely used at soil erosion studies, to assist in natural resources use, handling and conservation and to apply at environmental models of remote sensing software.",tudo
"Holmes, KW; Roberts, DA; Sweeney, S; Numata, I; Matricardi, E; Biggs, TW; Batista, G; Chadwick, OA",2004,Soil databases and the problem of establishing regional biogeochemical trends,"Regional and global environmental modeling depend on soil data for input layers or parameterization. However, randomly located observations, such as provided by agricultural databases, are not always representative of trends identified in field studies conducted under carefully controlled conditions. Many researchers lament the paucity of soil profile data in Amazonia, and suggest that given more data, regional studies would more closely approximate field research results. We assess the ability of a well-populated regional database collected in the southwestern Brazilian Amazon to reproduce expected biogeochemical trends associated with forest clearing and pasture establishment, and explore the ramifications of relying on independently collected soil data for regional modeling. The Soteron database includes analyses of approximately 3000 soil cores collected for zoning purposes in the state of Rondonia. Pasture ages were determined from a time series of Landsat TM images classified using spectral mixture analysis. Although regional averages showed some of the temporal trends expected based on field study results (e.g. increase in pH following forest clearing), the trends were not statistically significant. Stratification by precipitation and other variables showed pasture age to be important but difficult to separate from other potential controls on soil conditions, mainly because of the reduced number of observations in each stratum. Using multiple regression, which permitted the inclusion of all potential explanatory factors and interactions, pasture age was shown to be a statistically significant predictor of soil conditions. However, the expected temporal sequence of changes documented by field chronosequence studies could not be reproduced. Properties dominated by large-scale environmental gradients - pH, sum of base cations, aluminum saturation, and exchangeable calcium - were moderately well modeled, while those more strongly linked to dynamic spatially heterogeneous processes such as biological cycling and land management, particularly organic carbon and nitrogen, could not be modeled. Management-induced soil changes occur at too fine a scale to be captured by most maps, and the relative changes are small compared with spatial heterogeneity caused by controls on soil development over large regions. Therefore, regardless of whether chronosequence-derived models of biogeochemical response to land-cover change are correct, the results of these models will not lead to spatially explicit maps that can be validated by regional reconnaissance, nor will they facilitate realistic predictions of the regional biogeochemical consequences of land-cover change. The change from local to regional scale entails a change in the relative importance of processes controlling soil property behavior.",tudo
"Townsend, AR; Asner, GP; Cleveland, CC; Lefer, ME; Bustamante, MMC",2002,Unexpected changes in soil phosphorus dynamics along pasture chronosequences in the humid tropics,"Phosphorus (P) is widely believed to limit plant growth and organic matter storage in a large fraction of the world's lowland tropical rain forests. We investigated how the most common land use change in such forests, conversion to cattle pasture, affects soil P fractions along pasture chronosequences in the central Brazilian Amazon and in southwestern Costa Rica. Our sites represent a broad range in rainfall, soil type, management strategies, and total soil P (45.2-1228.0 mug P/g soil), yet we found some unexpected and at times quite similar changes in soil P in all sites. In the Brazilian sites, where rainfall is relatively low and pasture management is more intense than in the Costa Rican sites, significant losses in total soil P and soil organic carbon (SOC) were seen with pasture age on already P-deficient Oxisol and Entisol soils. However, P losses were from inorganic soil P fractions, while organic forms of soil P remained constant or increased with pasture age, despite the declines in SOC. In Costa Rica, SOC remained constant across the Oxisol sites and increased from forest to pasture on the Mollisols, while soil organic P increased with pasture age in both sequences.",tudo
"Nepstad, DC; Uhl, C; Pereira, CA; daSilva, JMC",1996,A comparative study of tree establishment in abandoned pasture and mature forest of eastern Amazonia,"In Amazonia, millions of hectares of forest have been converted to cattle pasture then abandoned. On sites with histories of heavy use, forest recovery is slow. We compared the process of tree establishment in an abandoned pasture with a history of heavy use and in a mature forest through a series of field studies in northeastern Amazonia. Tree seedling and sprout emergence was greater than or equal to 20 times lower in the abandoned pasture than in forest understory and forest gaps. Tree emergence was restricted in the abandoned pasture by a lad: of tree seeds in the soil (3 tree genera vs 15 in the forest), and a low rate of tree and liana seed deposition by birds and bats in the open vegetation of the abandoned pasture (2 m(-2) yr(-1)). Tree and liana seed deposition in the abandoned pasture was higher beneath treelets (990 m(-2) yr(-1)). Rates of seed removal and consumption by ants and rodents were also higher in the abandoned pasture (>80% removal within 20 d for 6 tree species) than in forest understorey and forest gaps. Cutter ants (Atta sexdens) hindered tree seedling survivorship and growth in the abandoned pasture by clipping leaves and stems, and preferred tree seedlings to grass and shrub seedlings. In the absence of herbivores, survivorship and height growth of seedling transplants in the abandoned pasture were generally lower than in experimental treefali gaps, and were correlated with harsh environmental conditions in the former. Air temperature, air vapor pressure deficit and soil moisture stress in the abandoned pasture exceeded conditions measured in both treefall gaps and intact forest during the 5-month dry season. Seedling growth in the abandoned pasture was also restricted during the wet season. These barriers to tree establishment help explain the low density and emergence rates of tree seedlings in this abandoned pasture relative to the adjacent mature forest.",tudo
"Meklesh, V; Gentile, L; Andersson, E; Bhattacharya, A; de Farias, MA; Cardoso, MB; Stalbrand, H; Loh, W; Skerlep, M; Kritzberg, E; Tunlid, A; Olsson, U; Persson, P",2022,Characterization of the Colloidal Properties of Dissolved Organic Matter From Forest Soils,"Components of dissolved organic matter (DOM) span from sub-nm molecules to colloidal aggregates of several hundred nm. The colloidal fraction is important for the transport of organic matter and associated elements in the environment, and for the stability of DOM constituents with respect to microbial decomposition. This study focuses on the colloidal properties of DOM extracted from spruce forest soils of a chronosequence. The DOM samples were obtained by common water extraction procedures at 21 and 100 degrees C, respectively. We applied an experimental approach combining chemical analysis with light and X-ray scattering techniques that informed on the colloidal size, charge, and structure of DOM. Results showed that two main types of colloids were present: semi-flexible cylinders and fractal aggregates. The cylinders consisted of carbohydrates, presumably hemicelluloses, while the aggregates were a composite material containing a large fraction of carbohydrates together with aliphatics and clay particles. These fractal aggregates dominated the cold-water extracts whereas the strong increase in total organic carbon by hot-water extraction caused a concomitantly strong increase of semi-flexible cylinders, which became the predominant species. Comparison between the chronosequence soils showed that with increasing forest age, the amount of carbon extracted per gram of soil declined and the concentration of the semi-flexible cylinders decreased. Thus, the distribution between the fractal aggregates and cylinders in the forest soil DOM samples depends on the composition of the soil organic matter and the leaching temperature. Changes in this distribution may have important implications for the reactivity and stability of DOM colloids.",tudo
"Fragoso, RD; Carpanezzi, AA; Zuffellato-Ribas, KC; Koehler, HS",2018,Seed Bank from Abandoned Pastures in the Coastal Region of Parana,"The aim of the present study was to evaluate the seed bank of three contiguous areas: pasture abandoned for ten years, with soil amended by partial beheading for two years at horizon A (area I); pasture identical to the previous example, but with recent mobilization of the topsoil (area II); area in the early stages of regeneration (area III). Field work was conducted in Morretes-PR, in an area of evergreen rain forest. In November 2013, seed bank samples were collected from ten points per area (0.30 x 0.30 m) and at three depths (0-3 cm + litter, 3.1 to 6.0 cm and 6.1 to 9.0 cm). We obtained 25.151 seeds m(-2), distributed between 85 species. The predominant life form was herbaceous (98%), with the Cyperaceae family being the most abundant. In the seed banks of the three areas, only a few seeds from a restricted number of woody species were found, which therefore, represents a limited resource for forest restoration purposes.",tudo
"Liu, CG; Pang, JP; Jepsen, MR; Lü, XT; Tang, JW",2017,Carbon Stocks across a Fifty Year Chronosequence of Rubber Plantations in Tropical China,"Transition from forest to rubber (Hevea brasiliensis Muell. Arg.) plantation has occurred in tropical China for decades. Rubber has been planted on 1 million ha to provide raw materials to the rubber industry. The role of various-aged rubber plantations in carbon (C) sequestration remains unclear. The biomass C accumulation including latex C and C distribution in soil of five different-aged stands (7, 13, 19, 25 and 47 years old) were examined. The total biomass C stock (TBC) and total net primary productivity (NPPtotal), whether with or without latex C, had a close quadratic relationship with stand age. Regardless of stand age, around 68% of the C was stored in aboveground biomass, and NPPlatex contributed to approximately 18% of C sequestration. Soil organic carbon stock in the 100-cm depth remained relatively stable, but it lost about 16.8 Mg ha(-1) with stand age. The total ecosystem C stock (TEC) across stands averaged 159.6, 174.4, 229.6, 238.1 and 291.9 Mg ha(-1), respectively, of which more than 45% was stored in the soil. However, biomass would become the major C sink rather than soil over a maximal rubber life expectancy. Regression analysis showed that TEC for rubber plantation at 22 years is comparable to a baseline of 230.4 Mg ha(-1) for tropical forest in China, and would reach the maximum value at around 54 years. Therefore, rubber plantation can be considered as alternative land use without affecting net forest ecosystem C storage. In addition to the potential C gains, a full set of ecosystem and economic properties have to be quantified in order to assess the trade-offs associated with forest-to-rubber transition.",tudo
"DeArmond, D; Ferraz, JBS; Lima, AJN; Higuchi, N",2024,Surface soil recovery occurs within 25 years for skid trails in the Brazilian Amazon,"Each year, thousands of km2 of humid tropical forest are logged in the Brazilian Amazon. Many of these areas are underlain by clay soils dominated by non-expansive kaolinite. Logging operations often entail the use of heavy machinery to drag logs through the forest on skid trails, which causes substantial soil disturbance. Therefore, the objective of this study was to investigate if soil recovery occurs over time in the studied Ferralsol. The hypothesis is that soil recovery has indeed occurred and that the trend of recovery is observable. In this endeavor, a chronosequence was established composed of four logging units that were logged 13, 19, 23, and 26 years ago, as well as a control in undisturbed old-growth forest. Samples in the upper topsoil were collected for soil bulk density (BD), fine root biomass (FRB) and various soil chemical properties. Results indicated a sequential recovery. Prior to the study period of 13-26 years after logging operations, FRB recovered. The predicted recovery of the cation exchange capacity was at approximately 15 years, which was followed by soil organic carbon at 20 years. Lastly, BD was recovered within 25 years. Overall, soil organic carbon demonstrated the greatest associations with recovery variables as it accumulated over time. Although surface soils in skid trails did indeed recover, it was a lengthy process that occurred over several decades. In this context, skid trails should be planned to minimize soil disturbance in the logging area to the greatest extent feasible.",tudo
"Correa, CMA; da Silva, PG",2022,Environmental drivers of taxonomic and functional diversity of dung beetles across a chronosequence of tropical grasslands with different cattle grazing removal ages,"Livestock is a globally widespread farming practice, with benefits and harms for biodiversity. Biodiversity responses to vegetation and soil conditions associated with cattle grazing removal are poorly understood in tropical grassy ecosystems, especially in a long-term chronosequence. In this study, we aimed to identify the main drivers of local conditions on dung beetle taxonomic and functional diversity across a chronosequence of natural grasslands with different cattle grazing removal ages. We expect that vegetation and soil variables associated with environmental changes caused by longer time after cattle grazing removal will drive the taxonomic and functional diversity of dung beetles. We sampled dung beetles and recorded local environmental filters (vegetation and soil variables) in 14 natural grasslands with distinct cattle grazing removal ages (from 3 months to 22 years) and also in 10 reference sites (with cattle grazing). We used structural equation models to evaluate the relationships between the most informative explanations (vegetation and soil variables) of dung beetle taxonomic and functional metrics. Our results provide evidences that local conditions related to vegetation and soil variables in natural grasslands affect the taxonomic and functional diversity of dung beetles differently. Soil conditions (compaction and silt content) had more influence, mostly negative, on taxonomic metrics, while vegetation complexity had more influence on functional metrics, with positive or negative effects depending on the functional metric evaluated. Understanding the temporal change in vegetation and soil conditions can shed light on the process of recovering biodiversity and ecosystem functions in areas with different times of abandonment of livestock farming. Finally, using taxonomic and functional approaches together can also help to better understand how organisms are responding to the process of abandoning livestock farming over time.",tudo
"Ferrante, L; de Andrade, MBT; Leite, L; Silva, CA; Lima, M; Coelho, MG; Neto, ECD; Campolina, D; Carolino, K; Diele-Viegas, LM; Pereira, EJDL; Fearnside, PM",2021,Brazils Highway BR-319: The road to the collapse of the Amazon and the violation of indigenous rights,"One of the greatest threats to the Brazilian Amazon is the reconstruction and paving of the formerly abandoned Highway BR-319, which would link one of the most conserved blocks in the Amazon forest to the arc of deforestation on the southern edge of the region where most forest has already been destroyed. BR-319 and its planned side roads would allow the actors and processes from the arc of deforestation to move into vast areas of unprotected rainforest. In the specific case of this highway, a judicial decision that is not subject to further appeal established that environmental studies for the first section of the highway to be reconstructed (Lot C) must be carried out before paving. The federal highway department and the Civil House of President Bolsonaro's presidential office ignored this decision and issued a call for bids for the construction work. Due to the current lack of governance in the BR-319 area and the history of deforestation whenever Amazonian highways are built, the decision on whether to suspend the contract for the Lot C is critical for the maintenance of both the ecosystem services of the Amazon forest and the way of life of indigenous and riverside people. This decision is expected to be made shortly by a single person.",tudo
"Franco-Moraes, J; Baniwa, AFMB; Costa, FRC; Lima, HP; Clement, CR; Shepard, GH",2019,Historical landscape domestication in ancestral forests with nutrient-poor soils in northwestern Amazonia,"Past human modification of forests has been documented in central, southwestern, and eastern Amazonia, especially near large rivers. Northwestern Amazonia, and interfluvial forests there in particular, are assumed to exhibit little past human impact. We analyzed soils and floristic structure and composition of interfluvial forests located in the Icana River basin, northwestern Amazonia, to assess their degree of past human modification. Ancient Baniwa village sites, abandoned centuries ago, have given rise to ancestral forests with as much as 57% of all trees/palms belonging to a group of species managed currently by the Baniwa, compared to only 10% of such species in old-growth forests that are not remembered as having been inhabited or managed in Baniwa oral tradition. Participatory mapping and direct observations revealed ancestral forests to be widely distributed throughout the region, whereas old-growth forests are rare. Managed species in ancestral forests contributed 5-fold more to total tree/palm biomass than in old-growth forests. Human management has produced lasting changes in floristic composition, maintained total tree/palm biomass, and improved soil quality. This is the first study to demonstrate past human modification in Amazonian interfluvial forests, while explicitly isolating historical human management from edaphic effects on floristic structure and composition. Despite environmental limitations on human population size, posed by nutrient-poor black water rivers and acidic, sandy soils, indigenous peoples of northwestern Amazonia left a clear, lasting cultural legacy in ancestral forests. Given legal changes that threaten indigenous peoples' land rights currently under debate in Brazil, we call for a reconsideration of biodiversity conservation policies and indigenous rights in areas that show enduring legacies of management by indigenous populations.",tudo
"Dodonov, P; da Silva, DM; Rosatti, NB",2014,Understorey vegetation gradient in a Eucalyptus grandis plantation between a savanna and a semideciduous forest,"Background: Plant community assemblage is influenced by many factors, including soil characteristics and the arrival of diaspores from surrounding areas. These factors may be especially important in transition areas, leading to spatial gradients in the plant community. Methods: This study was performed in the understorey of an abandoned Eucalyptus grandis W. Hill ex Maiden plantation between a savanna and a forest, 490 m apart, in south-eastern Brazil. This study assessed whether the spatial variation in several variables related to the understorey's structure and composition is best described by linear or non-linear (quadratic) models. The linear model would indicate a gradient between the two vegetation types, whereas the quadratic model would indicate a stronger effect of the plantation's edges. Results: There was a gradient in species composition between the two edges of the plantation. Mean vegetation height was greatest at the savanna edge and lowest in the centre of the plantation. The total number of individuals per plot and the phylogenetic diversity decreased with distance from the savanna edge. Different patterns were observed for different dispersal syndromes, with animal dispersal being more common at the savanna edge, wind dispersal in the centre of the plantation and self dispersal at the forest edge. Conclusions: The greater number of individuals at the savanna edge may indicate that dispersal and arrival of diaspores are the most important factors influencing community structure and composition of the understorey of this abandoned E. grandis plantation, with most propagules coming from the savanna area. The smaller vegetation height in the centre of the fragment may also indicate older colonisation at the edges. Therefore, in addition to highlighting the recovery potential of undergrowth beneath abandoned Eucalyptus spp. plantations, these results show that this recovery is spatially heterogeneous and that dispersal plays a large role in it. This should be taken into account in restoration projects. The authors recommend careful consideration before removing regenerating Eucalyptus spp. trees as part of the site restoration. Instead the focus should be on the recovery potential of the undergrowth, with gradual removal of Eucalyptus trees, if necessary.",tudo
"Lima, AMN; Silva, IR; Neves, JCL; Novais, RF; Barros, NF; Mendonça, ES; Smyth, TJ; Moreira, MS; Leite, FP",2006,Soil organic carbon dynamics following afforestation of degraded pastures with eucalyptus in southeastern Brazil,"Afforestation of degraded pastures can potentially enhance carbon sequestration, but little is known about the effects of eucalyptus plantations on soil organic matter (SOM) fractions. We used density and particle size SOM fractionations to evaluate changes in SOM for a chronosequence of eucalyptus plantations established on degraded pastures in two contrasting regions in southeastern Brazil. Declines in the content of soil C derived from the pasture (C4 photosynthetic pathway) and the accumulation of that derived from the eucalyptus (C3 photosynthetic pathway) were followed through 13 C natural abundance of the SOM. The two study areas were in the Rio Doce River Valley, Minas Gerais State, namely: 1, Belo Oriente (BO, a region with lower elevation, higher mean annual temperature, lower forest productivities and dominated by clayey Typic Haplustoxs); 2, Virginopolis (VG, a region of higher elevation, higher forest productivities and dominated by clayey Rhodic Ustoxs). In the BO region the chronosequence included 0, 4.2, 13.2, 22.2, 32.0 and 34.2 years of eucalyptus cultivation and in the VG region soils were cultivated with eucalyptus for 0, 8.2, 19.2, 29.2 and 33.2 years. The accumulated cultivation time corresponds to about five rotations. In both regions the initial soil condition was represented by a site that was still under pasture. Soil samples collected at 0-10 and 10-20 cm depths were analyzed for: total organic carbon (TOC); C in the fulvic (FAF), humic (HAF) and humin (HF) fractions; C in the free (FLF) and occluded (OLF) light fractions; C associated with the heavy fractions, namely, the sand (SF), silt plus clay (S + CF) and clay (CF) fractions; and C in the microbial biomass (MB). Carbon stocks of virtually all SOM fractions were about twice as high in the VG region than in the BO region. Eucalyptus cultivation in the BO region increased C stocks in all SOM fractions, except for the MB fraction that was not altered and the SF fraction that declined with time of eucalyptus cultivation. Increases in TOC, FAF and HF organic C fractions were observed in the VG region. Mean annual accumulations across the entire cultivation period in the 0-10 cm soil layer showed virtually no difference averaging 0.22 Mg C ha(-1) year(-1) for the BO region and 0.23 Mg C ha(-1) year(-1) for the VG region. However, gains of TOC peaked by the end of the third rotation in the BO region and the second rotation in the VG region, so the TOC accumulation rate during the respective aggrading periods would correspond to 0.35 and 0.57 Mg C ha(-1) year(-1). There was no clear evidence that the more labile, fast cycling SOM fractions were more sensitive indicators of the impact of eucalyptus cultivation in the BO region, whereas in the VG region the FLF and OLF were more sensitive to the land use change than TOC. (c) 2006 Elsevier B.V. All rights reserved.",tudo
"Neckel-Oliveira, S; Gascon, C",2006,"Abundance, body size and movement patterns of a tropical treefrog in continuous and fragmented forests in the Brazilian Amazon","Phyllomedusa tarsius is a hylid frog that breeds in ponds located in a range of habitats from continuous forests to severely disturbed matrix habitats in Central Amazon. During three reproductive seasons, we followed the movement patterns, measured body size and registered abundance and residency time of this species in five habitats: pasture, Vismia regrowth, Cecropia regrowth, 1 and 10 ha forest fragments, and continuous forest. The frog captures were strongly correlated with rainfall in all disturbed habitats, but not in continuous forest, probably because individuals respond more directly to rainfall patterns in more open habitats. Males in disturbed habitats were smaller than those found in continuous forest, perhaps as a result of differences in habitat quality. Males remained at sites for longer periods in fragments and continuous forest compared to matrix habitats. Here again, the quality and suitability of breeding sites in matrix habitats may be lower than in continuous forest resulting in the need for more movement. We found bigger subpopulations in matrix habitat ponds and a higher percentage of individuals moving among them when compared to continuous forest ponds. Constant movement of individuals among disturbed subpopulations decreases population isolation and increases interbreeding among different subpopulations. No movement between individuals from continuous forest ponds and disturbed habitats was observed. This suggests that the disturbed habitat subpopulations are not acting as sink subpopulations for continuous forest populations. The maintenance of individuals in fragments is more dependent on local conditions for reproduction and on subpopulations in the matrix habitat than on recruitment of individuals from populations in continuous forest. (c) 2005 Elsevier Ltd. All rights reserved.",tudo
"Arédes, L; Senna, G; Souza, JV; Fonseca, T; Cordeiro, J; Fonseca, MT; Gomes, AR; de Paula, HLM; de Souza, GB; Salgado, M; Teixeira, MCV; da Costa, SP; Scotti, MR",2025,SUSTAINABLE RECOVERY PLAN FOR AN URBAN-RURAL COMMUNITY AFFECTED BY THE FUNDÃO DAM DISASTER IN BRAZIL,"The rupture of Fund & atilde;o Dam spilled contaminated tailings across the Doce river basin, severely damaging municipalities such as the urban Barra Longa and the rural Gesteira. The wave of tailings led to the sediment deposition in rivers margins, causing the loss of riparian forests and cropping areas. Sediment analyses confirmed the presence of toxic compounds (sodium and ether amine) and a very low fertility. In consequence, there was a sharp decline in agro-pastoral production in Gesteira, leading to land abandonment and rural exodus. In the urban area of Barra Longa, the wave of tailings damaged the urban floodplain and the square, which were rehabilitated using grey infrastructure. Alternatively, we proposed a new landscape recovery plan for both Barra Longa and Gesteira based on Nature and Community-based solutions that contemplate the inclusion of green infrastructure, the remediation of toxic compounds, the restoration of soil fertility, permeability and stabilization, riparian forest rehabilitation and the recovery of agro-pastoral productivity, ultimately aiming at reducing the flood risk and land abandonment.",tudo
"Bodin, SC; Molino, JF; Odonne, G; Bremond, L",2020,Unraveling pre-Columbian occupation patterns in the tropical forests of French Guiana using an anthracological approach,"In Amazonia, a growing body of studies has shown that rainforests were affected by human occupation in many areas during pre-Columbian times, inducing changes in their floristic compositions. The northern part of Amazonia, and in particular the Guiana Shield, is much less studied, although past human occupations have also been documented in this region. Therefore, the actual impact of pre-Columbian societies on Guianan forests is still poorly known. Here we explore 12 sites in the dense forest of Nouragues, central French Guiana, ranging from a priori non-anthropogenic to clearly anthropogenic, using an anthracological approach. Soil charcoals were radiocarbon dated to assess the chronology of the past human occupations, and identified to determine shifts in vegetation cover. Our results show that two main periods of occupation can be distinguished on several sites in the Nouragues area: a first one between ca. 1,300 and 1,000 calbpand a second one between ca. 600 and 400 calbp. Charcoal identification reveals the presence of a secondary vegetation during this most recent period of occupation, as shown by the presence of pioneer and heliophilic taxa, suggesting that human activities induced and favored this kind of vegetation. The presence of valuable wood and edible species in the anthracological record could reflect selective exploitation of the former around dwelling areas and a concentration of the latter within anthropogenic sites. As shown by our anthracological results, all the sites which contained charcoal were once under forest cover, including those that are now covered by pseudo-bamboos or by liana forests. We therefore suggest that the type of human activity (e.g. dwelling or food production) may have had different impacts on the structure and composition of subsequent vegetation resulting either in anthropogenic forests or liana and pseudo-bamboo patches after land abandonment.",tudo
"Dalla Valle, L; Castelli, KR; Barreto, MG; Laclau, JP; Felipe, MS; da Silva, AM",2019,Soil Quality Attributes in Forest Stands: Influence of Techniques Ecological Restoration,"Aiming to comprehend the relationship among restoration techniques and soil attributes, we compared the soil attributes of four forest stands: three regarding an experiment initiated eight years ago with distinct techniques: perch, abandonment and transposition, and one that was pristine forest used as a reference. In each local, five soil samples were taken at 0-20 cm, and another sample was taken in a profile (layers: 20-40, 40-60 and 60-80 cm) for analysis of the major physical, chemical and isotopic attributes. The soil density varied from 1.20 to 1.24 g.cm(-3). The different values of chemical attributes among the treatments and reference revealed that the yet the areas are no longer degraded, they cannot be considered restored (reasons explained in the text). Evaluating the characteristics of the soils and making specific silvicultural and soil-related practices before implementing the intervention, is a prerequisite that should be considered by managers in restoration projects.",tudo
"Mendes, JCT; Seixas, F",2018,Assessment of the impacts of forest harvesting on soil physical attributes of a legal reserve,"The objective of this study was to assess the effects of forest harvesting on physical attributes of the soil in a stand of Eucalyptus saligna Smith. abandoned for 40 years. The three treatments were: CCV conventional harvesting with mechanized extraction; CIR1 - reduced impact harvesting with mechanized extraction; and CIR2 -reduced impact harvesting for firewood associated with animal extraction (DBH <= 30 cm) and with mechanized extraction for logs (DAP > 30 cm). The variables of soil effects were: (i) four classes of surface disturbances (m(2).ha(-1)): no-disturbances, light, moderate and severe disturbances; (ii) cone penetrometer resistance (MPa); and (iii) bulk density variation (g.cm(-3)). Soil compaction was detected at mechanized extraction and in areas with moderate and severe disturbances. The treatments CIR1 and CIR2 had lower averages of moderate and severe disturbances; 1.151 m(2).ha(-1) and 1.094 m(2).ha(-1) respectively, differentiating them statistically from CCV that presented 2.620 m(2).ha(-1). The use of a reduced impact harvesting system significantly minimized the total area with critical soil compaction for plants development and, therefore, is an environmentally viable alternative to logging in abandoned stands of Eucalyptus and for forest management in legal reserve.",tudo
"Kleinschroth, F; Healey, JR",2017,Impacts of logging roads on tropical forests,"Road networks are expanding in tropical countries, increasing human access to remote forests that act as refuges for biodiversity and provide globally important ecosystem services. Logging is one of the main drivers of road construction in tropical forests. We evaluated forest fragmentation and impacts of logging roads on forest resilience and wildlife, considering the full life cycle of logging roads. Through an extensive evidence review we found that for logging road construction, corridors between 3 and 66m (median 20m) width are cleared, leading to a loss of 0.6-8.0 percent (median 1.7%) of forest cover. More severe impacts are increased fire incidence, soil erosion, landslides, and sediment accumulation in streams. Once opened, logging roads potentially allow continued access to the forest interior, which can lead to biological invasions, increased hunting pressure, and proliferation of swidden agriculture. Some roads, initially built for logging, become converted to permanent, public roads with subsequent in-migration and conversion of forest to agriculture. Most logging roads, however, are abandoned to vegetation recovery. Given the far-reaching impacts of the roads that become conduits for human access, its control after the end of logging operations is crucial. Strategic landscape planning should design road networks that concentrate efficient forest exploitation and conserve roadless areas.",tudo
